Noncampuscrime060708[3,4,5,6].csv
4449 PROFESSIONAL PKWY,GROVEPORT,OH,43125.0
330 S BURNETT RD,SPRINGFIELD,OH,455051412.0
2900 Community College Ave.,Cleveland,OH,441152878.0
4250 Richmond RD.,Highland Hills,OH,44122.0
11000 Pleasant Valley Road,Parma,OH,44130.0
25425 Center Ridge Rd.,Westlake,OH,44145.0
4400 Richmond Road,Warrensville Heights,OH,44128.0
4747 MONROE ST,TOLEDO,OH,43623.0
28 W FIFTH ST,DAYTON,OH,45402.0
300 COLLEGE PK,DAYTON,OH,454690001.0
701 N CLINTON,DEFIANCE,OH,43512.0
100 West Loop,GRANVILLE,OH,43023.0
1350 ALUM CREEK DR,COLUMBUS,OH,432092705.0
6000 Lombardo Center,Ste. 200,Seven Hills,OH
8800 Lyra Drive,Suite 120,Columbus,OH
8800 Governors Hill Dr,Cincinnati,OH,452491367.0
3610 Pentagon Blvd.,Suite 100,Dayton,OH
3921 Chester Avenue,Cleveland,OH,441144224.0
7681 BEECHMONT AVE,CINCINNATI,OH,45255.0
1973 EDISON DR,PIQUA,OH,453569239.0
316 W MASON RD,MILAN,OH,44846.0
1700 E 13TH ST,CLEVELAND,OH,441143203.0
3499 Euclid Avenue,Unit 25,Willoughby,OH
1000 N MAIN ST,FINDLAY,OH,458403695.0
201 S GRANT AVE,COLUMBUS,OH,432155399.0
4140 Executive Parkway,Westerville,OH,43081.0
495 Metro Place South,Dublin,OH,43017.0
3769 Columbus Pike,Delaware,OH,43015.0
33 SHIAWASSEE AVE,FAIRLAWN,OH,44333.0
1810 YOUNG STREET,CINCINNATI,OH,452026838.0
375 DIXMYTH AVE,CINCINNATI,OH,452202489.0
3254 E Kemper Rd,Cincinnati,OH,45246.0
6375 Harrison Ave.,Cincinnati,OH,452477898.0
300 Oak Dr.,Wilmington,OH,45177.0
5956 Buckwheat Rd.,Milford,OH,45150.0
3120 Burnet Ave. Suite 103,Cincinnati,OH,45229.0
230 North Lincoln Avenue,Suite 3,SALEM,OH
2323 LEXINGTON AVE.,COLUMBUS,OH,43211.0
3077 UNIVERSITY AVE,LOS ANGELES,CA,900073796.0
ONE W 4TH ST,NEW YORK,NY,100121186.0
3101 CLIFTON AVE,CINCINNATI,OH,452202488.0
310 E MARKET ST,TIFFIN,OH,448832462.0
HINSDALE HALL THIRD FLOOR,HIRAM,OH,44234.0
400 Trade Square East,Troy,OH,453732400.0
3301 HOCKING PKY,NELSONVILLE,OH,45764.0
5454 St. Rt. 37,New Lexington,OH,43764.0
6500 U.S. Rt. 50,Albany,OH,45710.0
13951 TERRACE RD,CLEVELAND,OH,441124399.0
4599 Morse Centre,COLUMBUS,OH,43229.0
11590 Century Blvd.,Suite 210,CINCINNATI,OH
6 S SMITHVILLE RD,DAYTON,OH,45431.0
3325 STOP EIGHT RD,DAYTON,OH,454143877.0
4000 SUNSET BLVD,STEUBENVILLE,OH,439523598.0
20700 N PARK BLVD,University Heights,OH,441184581.0
4140 Executive Parkway,Westerville,OH,430813855.0
1810 Successful Dirve,Fairborn,OH,45324.0
7600 Tyler's Place Blvd,West Chester,OH,45069.0
6000 MAHONING AVE,YOUNGSTOWN,OH,44515.0
3300 Lake Rd. West,ASHTABULA,OH,44004.0
400 E 4TH ST,EAST LIVERPOOL,OH,43920.0
6000 FRANK AVE NW,NORTH CANTON,OH,44720.0
4314 MAHONING AVE NW,WARREN,OH,444831998.0
330 UNIVERSITY DR NE,NEW PHILADELPHIA,OH,44663.0
2491 ST RT 45 S,SALEM,OH,44460.0
500 East Main Street,KENT,OH,442420001.0
14111 CLARIDON-TROY RD,BURTON,OH,44021.0
101 Scott Lane,GAMBIER,OH,43022.0
3737 SOUTHERN BLVD,KETTERING,OH,454291299.0
391 W WASHINGTON ST,PAINESVILLE,OH,440773389.0
7700 CLOCKTOWER DR,KIRTLAND,OH,440945198.0
201 Watertower Drive,Madison,OH,44057.0
1 Victoria Square,Suite 200,Painesville,OH
225 Shoregate Shopping Center,Willowick,OH,44095.0
11627 STATE RTE 243,CHESAPEAKE,OH,456190000.0
Marion Pike,Coal Grove,OH,45638.0
4240 CAMPUS DR,LIMA,OH,458044242.0
5202 Timber Commons Dr.,Sandusky,OH,448705871.0
1005 N ABBE RD,ELYRIA,OH,440351691.0
6832 CONVENT BLVD,SYLVANIA,OH,435602898.0
2600 Cleveland Avenue NW,CANTON,OH,447093897.0
Grand Bay Corporate Center Building 2,Suite 104 6900 South Edgerton Road,Brecksville,OH
Westfield Professional Centre 4137 Boardman-Canfield Road,Canfield,OH,444068087.0
335 Glessner Ave,Mansfield,OH,449032265.0
IRVINE BLDG,MARIETTA,OH,457504031.0
1467 Mt. Vernon Avenue,Marion,OH,433025694.0
1101 W LIBERTY ST,MEDINA,OH,442561399.0
Health Science Campus,3000 ARLINGTON AVE,TOLEDO,OH
2221 MADISON AVE,TOLEDO,OH,436041132.0
3081 COLUMBUS PIKE,DELAWARE,OH,43015.0
1601 University Blvd.,Hamilton,OH,45011.0
4200 E University Blvd,Middletown,OH,450423497.0
501 East High Street,Oxford,OH,45056.0
1,Impasse du Chateau,L-4524 Differdange,Luxembourg
110 N. Patterson Blvd.,DAYTON,OH,45402.0
6142 Montgomery Rd,CINCINNATI,OH,45213.0
6800 Hoke Rd,Clayton,OH,45315.0
7030 Reading Road,Ste. 640,CINCINNATI,OH
127 S.  DAVIS AVE,COLUMBUS,OH,432221504.0
1972 CLARK AVE,ALLIANCE,OH,446013993.0
800 MARTINSBURG RD,MT VERNON,OH,430509500.0
5701 DELHI RD,CINCINNATI,OH,452331670.0
1555 NEWARK RD,ZANESVILLE,OH,437019938.0
163 STORMONT STREET,NEW CONCORD,OH,43762.0
2545 BAILEY AVE,CUYAHOGA FALLS,OH,442212949.0
4300 Munson Street NW,CANTON,OH,44718.0
4642 CLEVELAND AVE NW,CANTON,OH,447091837.0
2441 KENWOOD CIR,MANSFIELD,OH,44901.0
669 BROADWAY,LORAIN,OH,440521803.0
22600 State Route 34,ARCHBOLD,OH,435029542.0
1530 N. Superior,TOLEDO,OH,43604.0
4545 COLLEGE RD,Cleveland,OH,441214293.0
4209 STATE ROUTE 44,ROOTSTOWN,OH,442720095.0
1441 n.cable rd,Lima,OH,45805.0
70 N PROFESSOR ST,OBERLIN,OH,44074.0
6000 Rockside Woods Blvd N,Independence,OH,44131.0
225 HERITAGE WOODS DR.,AKRON,OH,44321.0
1374 E 51ST ST,CLEVELAND,OH,44103.0
1216 SUNBURY RD,COLUMBUS,OH,43219.0
2029 EDGEFIELD RD,DAYTON,OH,45439.0
525  SOUTH MAIN ST,ADA,OH,458101599.0
1328 DOVER RD,WOOSTER,OH,446914000.0
4240 CAMPUS DRIVE,LIMA,OH,45804.0
1760 University Drive,MANSFIELD,OH,44906.0
1465 MT VERNON AVE,MARION,OH,433025695.0
1179 UNIVERSITY DR,NEWARK,OH,43055.0
57 Town Square,Lima,OH,45801.0
4614 E BROAD ST,COLUMBUS,OH,43213.0
4390 KARL RD,COLUMBUS,OH,43224.0
5050 N High Street,COLUMBUS,OH,43214.0
6320 E LIVINGSTON AVE,REYNOLDSBURG,OH,43068.0
190 N. OVAL MALL,COLUMBUS,OH,43210.0
45425 NATIONAL RD W,ST CLAIRSVILLE,OH,43950.0
101 University Dr.,CHILLICOTHE,OH,45601.0
1804 LIBERTY AVE,IRONTON,OH,45638.0
1570 GRANVILLE PIKE,LANCASTER,OH,43130.0
Cutler Hall 108,ATHENS,OH,457012979.0
1425 NEWARK RD,ZANESVILLE,OH,43701.0
16808 ST CLAIR AVE,EAST LIVERPOOL,OH,439209453.0
380 SUMMIT AVE,STEUBENVILLE,OH,43952.0
61 S SANDUSKY STREET,DELAWARE,OH,430152370.0
One Otterbein College,WESTERVILLE,OH,43081.0
30335 OREGON RD,TOLEDO,OH,436991947.0
3200 Bright Rd.,FINDLAY,OH,45840.0
1745 11TH ST,PORTSMOUTH,OH,456624527.0
8001 Brecksville Rd,Brecksville,OH,44141.0
PO Box 474,Wilberforce,OH,453840474.0
7625 N HIGH,COLUMBUS,OH,432351498.0
5115 Glendale Avenue,Toledo,OH,43614.0
1912 HAYES AVE,SANDUSKY,OH,448704788.0
28400 EUCLID AVE,WICKLIFFE,OH,44092.0
1324 YOUNGSTOWN WARREN RD,NILES,OH,44446.0
3307 Center Rd.,Brunswick,OH,44212.0
555 E ALEX BELL RD,CENTERVILLE,OH,454592712.0
218 N COLLEGE AVE,RIO GRANDE,OH,45674.0
1725 E DAVID RD,KETTERING,OH,45440.0
940  SECOND  ST,PORTSMOUTH,OH,456624303.0
444 W THIRD ST,DAYTON,OH,454021460.0
1150 West National Road,Clayton,OH,45315.0
7301 Shull Road,Huber Heights,OH,45424.0
5386 Courseview Drive,Mason,OH,450402363.0
1176 JACKSON PKE,SUITE 312,GALLIPOLIS,OH
3879 Rhodes Ave.,New Boston,OH,456624900.0
504 McCarty Lane,JACKSON,OH,45640.0
1522 SHERIDAN DR,LANCASTER,OH,43130.0
1855 WESTERN AVENUE,CHILLICOTHE,OH,456011038.0
1011 GLENDALE MILFORD RD,CINCINNATI,OH,452151107.0
755 White Pond Drive Suite 101,AKRON,OH,44320.0
201 E. SECOND STREET,FRANKLIN,OH,45005.0
149 Northland Blvd.,CINCINNATI,OH,45246.0
632 VINE ST,CINCINNATI,OH,45202.0
111 W  1st  STREET,DAYTON,OH,45402.0
6200 FRANK AVE NW,NORTH CANTON,OH,44720.0
5600 Whipple Ave NW,North Canton,OH,44720.0
1237 W. State Street,Alliance,OH,44601.0
1796 Indian Wood Circle,Maumee,OH,43537.0
1235 UNIVERSITY BLVD,STEUBENVILLE,OH,439521763.0
Austria,Kartause 1,A-3292 Gaming,NO
12681 U.S. Rt. 62,Sardinia,OH,45171.0
1850 Davids Drive,Wilmington,OH,45177.0
1270 US Route 62 SW,Washington Court House,OH,43160.0
100 Hobart Drive,Hillsboro,OH,45133.0
11965 KENN RD,CINCINNATI,OH,45240.0
2830 NAPOLEON RD,FREMONT,OH,434209670.0
104 E MARKET ST,TIFFIN,OH,44883.0
155 MIAMI ST,TIFFIN,OH,44883.0
2801 W BANCROFT,TOLEDO,OH,436063390.0
8720 BROOKPARK ROAD,BROOKLYN,OH,44129.0
506 MARGARET ST,SOUTH POINT,OH,45680.0
15676 ST RT 691,NELSONVILLE,OH,45764.0
2222 MARION MOUNT GILEAD RD,MARION,OH,43302.0
2199 E MAIN ST,COLUMBUS,OH,432092334.0
3200 Ridge Road,Warren,OH,444843200.0
440 E MCMILLAN ST,CINCINNATI,OH,452061925.0
12777 W. Jefferson Blvd,Suite 100,LOS ANGELES,CA
16853 NE SECOND AVE,NORTH MIAMI BEACH,FL,331621746.0
2710-S Gateway Oaks Drive,Ste 310,SACRAMENTO,CA
62 Ridge Street,Suite 2,MONTPELIER,VT
157 Old Guilford Road,BRATTLEBORO,VT,53013669.0
28 Vernon Street,Suite 112,Brattleboro,MA
4501 Denlinger Road,Trotwood,OH,454262308.0
8811 CAREER DR,PIQUA,OH,45356.0
579 COLLEGE WAY,URBANA,OH,430782091.0
2550 LANDER RD,PEPPER PIKE,OH,440954398.0
706 Wheeling Avenue,Cambridge,OH,43725.0
11724 DETROIT AVENUE,LAKEWOOD,OH,44107.0
13238 Cedar Rd,Cleveland Heights,OH,44118.0
4401 SHRIVER RD,GREEN,OH,442320248.0
2020 East Maple Street,North Canton,OH,44720.0
710 COLEGATE DR,MARIETTA,OH,45750.0
6490 GLENWAY,CINCINNATI,OH,45211.0
1055 N BICKETT RD,WILBERFORCE,OH,453841001.0
1870 Quaker Way,WILMINGTON,OH,45177.0
950 N. Main St.,FINDLAY,OH,45840.0
200 W. Ward Street,SPRINGFIELD,OH,455042199.0
1189 Beall Avenue,Wooster,OH,44691.0
3640 Colonel Glenn Highway,Dayton,OH,454350001.0
7600 St. Rt. 703,Celina,OH,458222952.0
3800 VICTORY PKY,CINCINNATI,OH,452071092.0
1030 N MERIDIAN RD,YOUNGSTOWN,OH,445094098.0
One University Plaza,Youngstown,OH,445550001.0
4511 SE 29TH ST,OKLAHOMA CITY,OK,73115.0
2299 OLD BACONE RD,MUSKOGEE,OK,744031597.0
2201 SILVER LAKE RD,BARTLESVILLE,OK,740066299.0
6729 NW 39TH EXPY,BETHANY,OK,73008.0
10159 East 11th Suite 200,Tulsa,OK,74128.0
400 S ELM PL,BROKEN ARROW,OK,74012.0
601 W 33rd,ADA,OK,74820.0
2800 W GORE BLVD,LAWTON,OK,73505.0
1507 S MCKENNA,POTEAU,OK,749535208.0
8494 NORTHWEST EXPY,OKLAHOMA CITY,OK,731626007.0
100 N UNIVERSITY DR,EDMOND,OK,73034.0
200 N CHEROKEE,CLAREMORE,OK,74017.0
Rt. 1 Box 1000,WARNER,OK,74469.0
1100 E. 14,ADA,OK,748206899.0
1301 W MAIN ST,WILBURTON,OK,74578.0
1802 East College Avenue,McAlester,OK,74501.0
1300 S COUNTRY CLUB RD,EL RENO,OK,730365304.0
Inc.,3905 S. La Mesa Drive,ENID,OK
912 C  AVE,LAWTON,OK,73501.0
PO Box 7208,MOORE,OK,73160.0
1708 W LINDSEY,NORMAN,OK,76034.0
102 Page Hall,LANGSTON,OK,73050.0
ONE MURRAY CAMPUS,TISHOMINGO,OK,73460.0
8820 E PINE ST,TULSA,OK,74115.0
600 N GRAND,TAHLEQUAH,OK,744642399.0
605 E. DOWNING STREET,TAHLEQUAH,OK,74465.0
8510 E. 131st St. So.,Bixby,OK,74008.0
1220 E GRAND AVE,TONKAWA,OK,74653.0
100 South University,Enid,OK,73702.0
200 I ST NE,Miami,OK,74354.0
1201 NEO Loop,Grove,OK,74344.0
709 OKLAHOMA BLVD,ALVA,OK,737172799.0
2929 East Randolph,Enid,OK,73701.0
2007 34th Street,Woodward,OK,73801.0
1111 W 17TH ST,TULSA,OK,74107.0
2501 E MEMORIAL RD,Edmond,OK,73013.0
1100 N Lindsay,Oklahoma City,OK,731045810.0
4502 E. 41st Street,Tulsa,OK,741352512.0
2815 South Sheridan Road,Tulsa,OK,74129.0
1111 South St. Louis Ave.,Tulsa,OK,74120.0
323 EAGLE AVE,Goodwell,OK,739390430.0
Whitehurst Hall,Rm. 107,Stillwater,OK
700 N. Greenwood Ave.,Tulsa,OK,74106.0
900 N PORTLAND,OKLAHOMA CITY,OK,731076195.0
500 W UNIVERSITY,SHAWNEE,OK,74804.0
7777 S MAY AVE,OKLAHOMA CITY,OK,731599987.0
2501 N BLACKWELDER,OKLAHOMA CITY,OK,731061402.0
660 PARRINGTON OVAL,NORMAN,OK,730193072.0
2306 N MOORE AVE,MOORE,OK,73160.0
1801 E 4TH ST,OKMULGEE,OK,744473901.0
7777 S LEWIS,TULSA,OK,74171.0
3850 N PEORIA,TULSA,OK,74106.0
309 S ANN ARBOR,OKLAHOMA CITY,OK,731281112.0
301 TURMAN,POTEAU,OK,74953.0
1701 West Will Rogers Blvd.,Claremore,OK,740173252.0
421 S. Elliott,Pryor,OK,74361.0
4th and Dewey,Bartlesville,OK,740068402.0
6420 S E 15TH,MIDWEST CITY,OK,731102799.0
1900 W MACARTHUR,SHAWNEE,OK,74804.0
5801 E. 41st Street  Suite 900,Tulsa,OK,74135.0
28 East Second Street,SAND SPRINGS,OK,74063.0
1727 W. Alabama,Chickasha,OK,730185322.0
2701 Boren Blvd,Seminole,OK,748180351.0
140 W MAIN ST,DURANT,OK,74701.0
2514 S AGNEW AVE,OKLAHOMA CITY,OK,73108.0
Third and University,DURANT,OK,747010609.0
7210 NW 39th Expressway,BETHANY,OK,73008.0
100 CAMPUS DR,WEATHERFORD,OK,730963098.0
909 South Boston,TULSA,OK,74119.0
3727 East Apache,Tulsa,OK,741153151.0
10300 East 81st Street,Tulsa,OK,741334513.0
7505 West 41st Street,Tulsa,OK,741078633.0
2545 E. 11TH STREET,TULSA,OK,741043909.0
800 Tucker Drive,TULSA,OK,741043189.0
2450 East Marshall,Tulsa,OK,74110.0
111 S NINTH ST,MUSKOGEE,OK,744016802.0
240 Vo-Tech Road,TAHLEQUAH,OK,74464.0
2801 N. Main Street,Altus,OK,735211397.0
502 TEXAS,WOODWARD,OK,73801.0
3921 34TH ST,WOODWARD,OK,73801.0
305 COURT NE,SALEM,OR,97301.0
843 E MAIN STE 203,MEDFORD,OR,97504.0
1122 NW Davis,PORTLAND,OR,97209.0
1221 SW 12th Avenue,PORTLAND,OR,97205.0
2411 NW CARDEN AVE,PENDLETON,OR,97801.0
2600 NW COLLEGE WAY,BEND,OR,977015933.0
2030 SE College Loop,Redmond,OR,97756.0
4000 LANCASTER DR NE,SALEM,OR,97305.0
1340 SE Holman Ave,Dallas,OR,97338.0
500 North Hill Rd.,McMinnville,Or 97128,McMinnville
11656 Sublmitity Rd SE.,,Sublimity,OR
120 E Lincoln St.,Woodburn,Or 9707,Woodburn
365 Ferry St SE.,,Salem,OR
215 Doaks Ferry Rd NW,Salem,OR,97304.0
19600 SOUTH MOLALLA AVE,OREGON CITY,OR,97045.0
1653 JEROME AVE,ASTORIA,OR,97103.0
1684 Clay St NE,SALEM,OR,97301.0
1425 NE Irving Street,Bldg. 300,PORTLAND,OR
2811 NE Holman Street,Portland,OR,972116099.0
8909 SW Barbur Blvd.,PORTLAND,OR,97219.0
525 NE Oregon Street,PORTLAND,OR,97232.0
ONE UNIVERSITY BLVD,LA GRANDE,OR,97850.0
1542 NE Weidler,PORTLAND,OR,97232.0
2155 BAILEY HILL RD,EUGENE,OR,97405.0
414 N MERIDIAN ST,NEWBERG,OR,97132.0
12753 SW 68th Ave,Portland,OR,97223.0
ID,1810 South Eagle Road,Meridian,ID
4600 25th Avenue  NE Suite 150,Salem,OR,97301.0
304 NE AGNESS AVE.  SUITE F,GRANTS PASS,OR,97526.0
9500 NE CASCADES PKWY,PORTLAND,OR,97220.0
4000 E 30TH AVE,EUGENE,OR,97405.0
1275 South River Road,Cottage Grove,OR,97424.0
3149 Oak Street,Florence,OR,97439.0
0615 SW PALATINE HILL RD,PORTLAND,OR,972197899.0
900 SE BAKER,MCMINNVILLE,OR,971286894.0
6500 Pacific Blvd SW,Albany,OR,97321.0
757 Polk Ave.,Corvallis,OR,97330.0
44 Industrial Way,Lebanon,OR,97355.0
17600 PACIFIC HWY,MARYLHURST,OR,970360261.0
2320 POPLAR DR,MEDFORD,OR,97504.0
8307 S.E. Monterey Ave,Happy Valley,OR,97086.0
1 ABBEY DR,ST BENEDICT,OR,97373.0
26000 SE STARK ST,GRESHAM,OR,970303300.0
1484 NW Civic Dr.,Gresham,OR,97030.0
8435 NE GLISAN ST,PORTLAND,OR,97220.0
049 SW PORTER,PORTLAND,OR,97201.0
11830 SW KERR PKY STE 320,LAKE OSWEGO,OR,97035.0
828 East 11th Avenue,EUGENE,OR,974013745.0
3181 SW SAM JACKSON PK RD L109,PORTLAND,OR,972393011.0
20000 NW Walker Road,Beaverton,OR,970068921.0
3201 CAMPUS DR,KLAMATH FALLS,OR,976018801.0
7726 SE Harmony Road,Portland,OR,972221269.0
8245 SW BARNES RD,PORTLAND,OR,97225.0
600 Kerr Administration,OSU,Corvallis,OR
110 JOHNSON HALL,EUGENE,OR,97403.0
63466 Basin Boat Dr.,Charleston,OR,97420.0
1241 NW JOHNSON,PORTLAND,OR,972093023.0
2043 COLLEGE WAY,FOREST GROVE,OR,97116.0
1565 Sw 53rd Street,CORVALLIS,OR,97333.0
355 NE 2ND,BEND,OR,97701.0
622 LANCASTER  DRIVE NE,SALEM,OR,97301.0
16550 SE MCLOUGHLIN,PORTLAND,OR,97267.0
8820 SW CENTER,TIGARD,OR,97223.0
12000 SW 49th Avenue,Portland,OR,972197132.0
17705 NW Springville Road,Portland,OR,97229.0
705 N Killingsworth Street,Portland,OR,97217.0
1626 SE Water Avenue,Portland,OR,97214.0
2305 SE 82nd AVE,Portland,OR,97216.0
18624 NW Walker Road,Beaverton,OR,97006.0
5600 NE 42nd Avenue,Portland,OR,97218.0
PO Box 751,PORTLAND,OR,97201.0
5000 N WILLAMETTE BLVD,PORTLAND,OR,972035798.0
3203 SE WOODSTOCK BLVD,PORTLAND,OR,972028199.0
3345 REDWOOD HIGHWAY,GRANTS PASS,OR,97527.0
24353 REDWOOD HIGHWAY,KERBY,OR,97531.0
214 SW FOURTH,GRANTS PASS,OR,97526.0
227 E. Ninth Street,Medford,OR,97501.0
7800 PACIFIC AVENUE,WHITE CITY,OR,97503.0
700 SE STEPHENS ST,ROSEBURG,OR,97470.0
27501 SW PARKWAY AVE,WILSONVILLE,OR,970709296.0
8800 SE Sunnyside Road,Clackamas,OR,97015.0
3800 Sports Way,Springfield,OR,97477.0
1717 SW Madison,Portland,OR,97201.0
307 Q STREET,SPRINGFIELD,OR,97477.0
1250 SISKIYOU BLVD,ASHLAND,OR,97520.0
1988 NEWMARK AVE,COOS BAY,OR,974202912.0
650 College Blvd.,Ontario,OR,97914.0
1140 College Rd.,Roseburg,OR,974700226.0
1634 W. Harvard,Roseburg,OR,974700226.0
2555 NE Diamond Lake Blvd,Roseburg,OR,97470.0
400 Grant Smith Road,Roseburg,OR,97470.0
6482 Dole Road,Myrtle Creek,OR,97457.0
2219 SE 68TH AVE,PORTLAND,OR,97215.0
5000 DEER PARK DR SE,SALEM,OR,973179392.0
357 East Main St.,KLAMATH FALLS,OR,976013233.0
425 SW WASHINGTON,PORTLAND,OR,972042296.0
5511 SE HAWTHORNE BLVD,PORTLAND,OR,972153367.0
16330 LOS GATOS BLVD,LOS GATOS,CA,95032.0
2924 BECERRA WAY,SACRAMENTO,CA,95821.0
900 STATE ST,SALEM,OR,97301.0
345 N MONMOUTH AVE,MONMOUTH,OR,973611394.0
2900 NE 132ND AVE,PORTLAND,OR,972303099.0
2500 MARYLAND RD STE 200,WILLOW GROVE,PA,190901284.0
1057A NORTH CHURCH STREET,HAZEL TWP,PA,18201181.0
2301 ACADEMY DR,HARRISBURG,PA,171121012.0
801 Tomlinson Rd,Bryn Athyn,PA,190090717.0
1920 SPRUCE ST,PHILADELPHIA,PA,191036685.0
1621 N. 13th St.,READING,PA,196125234.0
501 SEMINOLE ST,LESTER,PA,19029.0
801 Ridge Avenue,Pittsburgh,PA,15212.0
595 Beatty Road,Monroeville,PA,15146.0
1750 Clariton Road,West  Mifflin,PA,15122.0
8701 Perry Highway,Pittsburgh,PA,15237.0
520 N MAIN ST,MEADVILLE,PA,163353902.0
1921 UNION BLVD,ALLENTOWN,PA,181091629.0
2755 STATION AVE,CENTER VALLEY,PA,180349568.0
1528 VALLEY VIEW BLVD.,ALTOONA,PA,166026039.0
400 SAINT BERNARDINE ST,READING,PA,196071799.0
50 E BUTLER PIKE,AMBLER,PA,19002.0
6912 FRANKFORD AVE,PHILADELPHIA,PA,19135.0
300 MONTGOMERY AVE,ERDENHEIM,PA,190388242.0
1409 WILLIAMS RD,YORK,PA,174029201.0
1622 CHESTNUT STREET,PHILADELPHIA,PA,191035198.0
950 5TH AVE,NEW KENSINGTON,PA,150686308.0
420 BOULEVARD OF THE ALLIES,PITTSBURGH,PA,152191328.0
114 PICKERING WAY,EXTON,PA,193411310.0
538 VENARD RD,CLARKS SUMMIT,PA,18411.0
ONE CAMPUS DR,MONACA,PA,150612588.0
450 S EASTON RD,GLENSIDE,PA,190383295.0
1815 METROPOLITAN ST,PITTSBURGH,PA,15233.0
400 E SECOND ST,BLOOMSBURG,PA,17815.0
125 West Station Square Drive,Ste. 129,PITTSBURGH,PA
215 REECEVILLE RD,COATESVILLE,PA,193201536.0
101 N MERION AVE,BRYN MAWR,PA,190102899.0
219 Marts Hall,LEWISBURG,PA,17837.0
275 SWAMP RD,Newtown,PA,189404106.0
1761 Bustleton Pike,Feasterville,PA,190537368.0
233 S MAIN ST,BUTLER,PA,16001.0
107 college dr,BUTLER,PA,160031203.0
610 KING OF PRUSSIA RD,RADNOR,PA,190873698.0
250 UNIVERSITY AVE,CALIFORNIA,PA,154191394.0
135 Technology Drive,Canonsburg,PA,15317.0
425 Sixth Street,Pittsburgh,PA,15219.0
1380 S. Valley Forge Rd.,Lansdale,PA,194464797.0
221 CENTRAL AVE,JOHNSTOWN,PA,15902.0
3333 FIFTH AVE,PITTSBURGH,PA,152133165.0
Rt 136 R.D. 6 Box 320,Greensburgh,PA,15601.0
5000 FORBES AVE,PITTSBURGH,PA,15213.0
Victoria Square and Wakefield Streets,Adelaide,NULL,NULL
Education City,Doha,NULL,NULL
Building 23,Nasa Ames Research Park,Moffett Field,CA
55 Broad St,5th floor,New York,NY
4640 Lankershim Blvd,suite 125,North Hollywood,CA
100 COLLEGE DR,ALLENTOWN,PA,18104.0
COLLEGE HILL & VALLEY RDS,SUMMERDALE,PA,170930309.0
714 MARKET ST STE 433,PHILADELPHIA,PA,19106.0
WOODLAND RD,PITTSBURGH,PA,15232.0
9601 GERMANTOWN AVE,PHILADELPHIA,PA,191182693.0
CHEYNEY AND CREEK RDS,CHEYNEY,PA,19319.0
177 Franklin Mills Blvd,Philadelphia,PA,189663747.0
651 Fourth Avenue,NEW KENSINGTON,PA,15068.0
840 WOOD ST,CLARION,PA,16214.0
W FIRST ST,OIL CITY,PA,16301.0
401 East  Winding Hill Road  Suite 101,Mechanicsburg,PA,17055.0
1086 FRANKLIN ST,JOHNSTOWN,PA,159054398.0
1605 CLUGSTON RD,YORK,PA,17404.0
1726 LOCUST ST,PHILADELPHIA,PA,19103.0
1501 W LIBERTY AVE,PITTSBURGH,PA,152261197.0
901 S MEDIA LINE RD,MEDIA,PA,190631094.0
3330 GRANT AVE,PHILADELPHIA,PA,19114.0
700 E BUTLER AVE,DOYLESTOWN,PA,189012697.0
College and Louther Streets,CARLISLE,PA,170132896.0
150 SOUTH COLLEGE ST,CARLISLE,PA,170132899.0
130 7TH ST,MONESSEN,PA,15062.0
3141 CHESTNUT ST,PHILADELPHIA,PA,19104.0
245 N. 15th Street,Philadelphia,PA,19102.0
2900 W. Queen Lane,Philadelphia,PA,19129.0
ONE BEAVER DR,DU BOIS,PA,15801.0
100 Forbes Avenue Suite1200,Pittsburgh,PA,152221320.0
ADMINISTRATION BLDG 600 FORBES AVE,PITTSBURGH,PA,15282.0
3601 Simpson Ferry Road,Camp Hill,PA,17011.0
Via Nazareth,400,Rome,NULL
200 PROSPECT ST,EAST STROUDSBURG,PA,183012999.0
1300 EAGLE RD,ST DAVIDS,PA,190873696.0
6 LANCASTER AVE,WYNNEWOOD,PA,190963495.0
1800 John F. Kennedy Blvd,Philadelphia,PA,19123.0
750 E. Park Drive,Harrisburg,PA,17111.0
3300 Henry Ave,Philadelphia,PA,19129.0
4261 N. Fifth Street,Philadelphia,PA,19140.0
Accounting Office,Room 230,McNerney Hall,Edinboro
2951 W. 38th St.,Erie,PA,16506.0
789 Bessemer Ave,Meadville,PA,16335.0
ONE ALPHA DR,ELIZABETHTOWN,PA,170222298.0
208 W HAMILTON ST,STATE COLLEGE,PA,16801.0
1776 QUENTIN RD CEDAR CREST SQ,LEBANON,PA,17042.0
2592 EASTERN BLVD,KINGSTON SQUARE SHOPPING CTR,YORK,PA
1801 COLUMBIA AVE,LANCASTER,PA,17604.0
1808 EAST THIRD STREET,WILLIAMSPORT,PA,17701.0
4768 MCKNIGHT ROAD,PITTSBURGH,PA,15237.0
ORCHARD HILLS PLZ US RTE 11 & 15,SHAMOKIN DAM,PA,17876.0
324 N CENTRE ST,POTTSVILLE,PA,17901.0
1634 MACARTHUR RD,WHITEHALL,PA,18052.0
1455 PLEASANT HILL ROAD,LAWRENCEVILLE,GA,30044.0
3370 Birney Ave,Moosic,PA,18507.0
2709 Maple Avenue,Lisle,IL,60532.0
435 YORK RD,WARMINSTER,PA,18974.0
3941 JONESTOWN RD,HARRISBURG,PA,17109.0
2302 N 5TH Street Highway,READING,PA,19605.0
